foodgroup,marketgroup,year,quarter,price,se,n,division,region,aggweight,totexp
2,20,2010,4,0.3415644,0.010556,1027,2,1,4407152,1.687973645E7
2,21,2010,4,0.2894605,0.00579,1847,3,2,4364813,1.636255534E7
2,22,2010,4,0.2956455,0.008067,1123,9,4,3457822,1.248887847E7
2,23,2010,4,0.3361709,0.011072,545,9,4,2731144,8511283.868
2,24,2010,4,0.3039232,0.008357,787,5,3,2573463,8927518.581
2,25,2010,4,0.308149,0.006836,1780,7,3,6637076,2.019833775E7
2,26,2010,4,0.3421542,0.009968,752,5,3,2817007,1.070170343E7
2,91,2010,4,0.3717822,0.018689,292,1,1,912050,3870924.114
2,92,2010,4,0.2933541,0.009531,396,2,1,1023050,4250395.695
2,93,2010,4,0.2747943,0.004812,1656,3,2,4433415,1.811395541E7
2,94,2010,4,0.2795462,0.006053,1165,4,2,3442838,1.484581519E7
2,95,2010,4,0.3121899,0.006471,1434,5,3,5422375,2.055966837E7
2,96,2010,4,0.2917418,0.008747,747,6,3,2376012,8452767.914
2,97,2010,4,0.2932453,0.009616,914,7,3,3576243,1.064721616E7
2,98,2010,4,0.2993395,0.01057,703,8,4,2653240,8999273.285
2,99,2010,4,0.2950085,0.013213,626,9,4,2749702,9900526.378
20,1,2010,4,0.2010147,0.012038,271,1,1,1274081,3383622.772
20,2,2010,4,0.2057869,0.013379,205,2,1,3144836,5410860.633
20,3,2010,4,0.1632352,0.006057,1606,2,1,4309950,9041156.656
20,4,2010,4,0.180071,0.007846,821,2,1,3505825,6934770.775
20,5,2010,4,0.1735993,0.005543,1645,3,2,5891526,1.080921945E7
20,6,2010,4,0.1613353,0.005794,1774,4,2,5294133,9883410.72
20,7,2010,4,0.1892098,0.012254,493,5,3,2355997,4198656.337
20,8,2010,4,0.1837787,0.006378,1179,5,3,4541935,9157476.81
20,9,2010,4,0.1809421,0.013017,268,5,3,1147058,2598529.825
20,10,2010,4,0.1699011,0.005909,1233,6,3,4682422,1.118085472E7
20,11,2010,4,0.162635,0.008547,529,7,3,2120144,3457270.356
20,12,2010,4,0.1883662,0.009134,1148,8,4,4332866,8068039.264
20,13,2010,4,0.2192262,0.020398,242,8,4,1435057,3231255.604
20,14,2010,4,0.2207519,0.014347,639,9,4,2523353,5132945.45
20,15,2010,4,0.2303863,0.013389,725,9,4,5760010,8904977.69
20,16,2010,4,0.1745804,0.008942,825,3,2,3380809,5607514.166
20,17,2010,4,0.2201153,0.00812,1053,5,3,4798150,7862974.472
20,18,2010,4,0.14018,0.007639,455,7,3,1581901,2267962.096
20,19,2010,4,0.2343257,0.009558,762,1,1,3164086,8164217.881
20,20,2010,4,0.2176429,0.010964,715,2,1,4407152,8113396.67
20,21,2010,4,0.1716915,0.006778,1329,3,2,4364813,7578485.604
20,22,2010,4,0.2121154,0.012061,830,9,4,3457822,7220731.431
20,23,2010,4,0.2163441,0.010807,410,9,4,2731144,5584898.232
20,24,2010,4,0.1769964,0.008432,619,5,3,2573463,5655426.212
20,25,2010,4,0.1998612,0.007054,1397,7,3,6637076,1.183134385E7
20,26,2010,4,0.2037499,0.01147,543,5,3,2817007,5198771.349
20,91,2010,4,0.1998175,0.015552,250,1,1,912050,2442456.449
20,92,2010,4,0.1658086,0.010663,298,2,1,1023050,2465135.37
20,93,2010,4,0.16119,0.006071,1326,3,2,4433415,8154943.22
20,94,2010,4,0.1465966,0.006823,951,4,2,3442838,6528345.314
20,95,2010,4,0.1796262,0.006548,1124,5,3,5422375,1.115673452E7
20,96,2010,4,0.1829533,0.011296,597,6,3,2376012,5753324.926
20,97,2010,4,0.1772474,0.007884,761,7,3,3576243,7034429.345
20,98,2010,4,0.1837488,0.013721,490,8,4,2653240,4632191.094
20,99,2010,4,0.2074674,0.01527,487,9,4,2749702,5514362.437
21,1,2010,4,0.6007162,0.019281,320,1,1,1274081,6047101.737
21,2,2010,4,0.6535104,0.028389,302,2,1,3144836,9304968.561
21,3,2010,4,0.5309108,0.007956,1865,2,1,4309950,2.236946595E7
21,4,2010,4,0.571552,0.011218,1025,2,1,3505825,1.75349398E7
21,5,2010,4,0.5509502,0.00743,2189,3,2,5891526,3.255696171E7
21,6,2010,4,0.5552034,0.007063,2177,4,2,5294133,3.076116133E7
21,7,2010,4,0.5473159,0.014808,681,5,3,2355997,1.258796415E7
21,8,2010,4,0.5326497,0.008781,1537,5,3,4541935,2.286845008E7
21,9,2010,4,0.5518695,0.017113,336,5,3,1147058,5867036.841
21,10,2010,4,0.527743,0.009389,1549,6,3,4682422,2.927475194E7
21,11,2010,4,0.5271417,0.013643,658,7,3,2120144,1.046413932E7
21,12,2010,4,0.5740465,0.011578,1333,8,4,4332866,1.826820875E7
21,13,2010,4,0.534586,0.019241,331,8,4,1435057,6696833.781
21,14,2010,4,0.625294,0.018115,704,9,4,2523353,1.054206166E7
21,15,2010,4,0.6010932,0.015996,846,9,4,5760010,1.861058469E7
21,16,2010,4,0.5983243,0.010911,969,3,2,3380809,1.427839268E7
21,17,2010,4,0.5890806,0.010158,1487,5,3,4798150,2.159156463E7
21,18,2010,4,0.4691893,0.014809,521,7,3,1581901,6665031.299
21,19,2010,4,0.5917732,0.012377,901,1,1,3164086,1.764171677E7
21,20,2010,4,0.5976647,0.012325,1009,2,1,4407152,2.847758264E7
21,21,2010,4,0.5549012,0.007115,1761,3,2,4364813,2.273742565E7
21,22,2010,4,0.5764022,0.013489,869,9,4,3457822,1.205670978E7
21,23,2010,4,0.7068466,0.025339,487,9,4,2731144,1.157535733E7
21,24,2010,4,0.5423958,0.012329,756,5,3,2573463,1.403494162E7
21,25,2010,4,0.5157607,0.008664,1738,7,3,6637076,3.086157122E7
21,26,2010,4,0.5994692,0.014509,703,5,3,2817007,1.27793963E7
21,91,2010,4,0.5881488,0.024129,268,1,1,912050,6612261.489
21,92,2010,4,0.5331044,0.014452,345,2,1,1023050,5425075.893
21,93,2010,4,0.5499164,0.008057,1653,3,2,4433415,2.321711899E7
21,94,2010,4,0.5494131,0.009465,1137,4,2,3442838,1.804852509E7
21,95,2010,4,0.5329164,0.009368,1348,5,3,5422375,2.853474851E7
21,96,2010,4,0.5276847,0.012091,716,6,3,2376012,1.376202605E7
21,97,2010,4,0.5156665,0.012483,890,7,3,3576243,1.809482459E7
21,98,2010,4,0.561194,0.016995,576,8,4,2653240,1.017179981E7
21,99,2010,4,0.5190943,0.02037,520,9,4,2749702,1.064856805E7
22,1,2010,4,0.1093728,0.003719,320,1,1,1274081,1.003454333E7
22,2,2010,4,0.1321145,0.004023,327,2,1,3144836,1.642088197E7
22,3,2010,4,0.086864,0.001945,1559,2,1,4309950,2.846792238E7
22,4,2010,4,0.1125212,0.002252,905,2,1,3505825,2.613851465E7
22,5,2010,4,0.079264,0.00181,1634,3,2,5891526,3.91290745E7
22,6,2010,4,0.085292,0.001247,1936,4,2,5294133,5.270961633E7
22,7,2010,4,0.1058935,0.002562,532,5,3,2355997,1.715725349E7
22,8,2010,4,0.1102672,0.002397,1015,5,3,4541935,2.458135599E7
22,9,2010,4,0.1176192,0.004744,254,5,3,1147058,6026870.261
22,10,2010,4,0.096999,0.002459,912,6,3,4682422,2.321883147E7
22,11,2010,4,0.1096956,0.004508,305,7,3,2120144,7474473.615
22,12,2010,4,0.084307,0.00281,1159,8,4,4332866,2.690186639E7
22,13,2010,4,0.072705,0.0032,282,8,4,1435057,1.217305507E7
22,14,2010,4,0.1041437,0.003246,667,9,4,2523353,1.778704599E7
22,15,2010,4,0.099328,0.003257,744,9,4,5760010,2.741836648E7
22,16,2010,4,0.086994,0.002805,868,3,2,3380809,2.137886786E7
22,17,2010,4,0.1177563,0.002262,1268,5,3,4798150,3.460522831E7
22,18,2010,4,0.096879,0.003779,366,7,3,1581901,8228903.71
22,19,2010,4,0.1049971,0.00188,960,1,1,3164086,3.053810573E7
22,20,2010,4,0.116567,0.002363,956,2,1,4407152,3.631631475E7
22,21,2010,4,0.087641,0.001994,1232,3,2,4364813,2.29276318E7
22,22,2010,4,0.084489,0.002933,800,9,4,3457822,1.739618745E7
22,23,2010,4,0.1146531,0.004389,462,9,4,2731144,1.622094359E7
22,24,2010,4,0.085776,0.002723,489,5,3,2573463,1.424696315E7
22,25,2010,4,0.099452,0.003409,1023,7,3,6637076,2.659008638E7
22,26,2010,4,0.1123562,0.002541,616,5,3,2817007,2.16958997E7
22,91,2010,4,0.107419,0.002798,268,1,1,912050,1.276197819E7
22,92,2010,4,0.099714,0.002518,291,2,1,1023050,8069982.521
22,93,2010,4,0.077756,0.001386,1269,3,2,4433415,3.271827222E7
22,94,2010,4,0.09474,0.001752,933,4,2,3442838,3.143793603E7
22,95,2010,4,0.1096844,0.002859,823,5,3,5422375,2.430292426E7
22,96,2010,4,0.1113976,0.00337,412,6,3,2376012,1.035606414E7
22,97,2010,4,0.1113168,0.004461,480,7,3,3576243,1.209930697E7
22,98,2010,4,0.1003856,0.00522,451,8,4,2653240,1.406558674E7
22,99,2010,4,0.098938,0.004699,442,9,4,2749702,1.152925211E7
23,1,2010,4,0.6680112,0.054946,107,1,1,1274081,1170325.299
23,2,2010,4,0.8545724,0.050505,113,2,1,3144836,3405894.736
23,3,2010,4,0.5825721,0.023686,574,2,1,4309950,4509956.498
23,4,2010,4,0.6576306,0.043118,311,2,1,3505825,3103151.123
23,5,2010,4,0.5012384,0.020487,607,3,2,5891526,4862271.244
23,6,2010,4,0.5299276,0.020078,736,4,2,5294133,7453474.31
23,7,2010,4,0.5314773,0.036547,205,5,3,2355997,2040246.966
23,8,2010,4,0.5434407,0.02283,362,5,3,4541935,3023081.131
23,9,2010,4,0.7011237,0.063573,92,5,3,1147058,1180293.691
23,10,2010,4,0.5558262,0.033213,280,6,3,4682422,2639188.809
23,11,2010,4,0.5742269,0.044296,119,7,3,2120144,1051195.66
23,12,2010,4,0.4835078,0.018566,360,8,4,4332866,2949478.183
23,13,2010,4,0.4825765,0.038738,83,8,4,1435057,896203.7242
23,14,2010,4,0.704493,0.051728,240,9,4,2523353,3260067.04
23,15,2010,4,0.6905603,0.043021,293,9,4,5760010,5503396.379
23,16,2010,4,0.5307062,0.020696,299,3,2,3380809,2518137.801
23,17,2010,4,0.6108826,0.025275,528,5,3,4798150,4686930.624
23,18,2010,4,0.4252649,0.029012,126,7,3,1581901,860830.3637
23,19,2010,4,0.6899359,0.032417,332,1,1,3164086,3252710.666
23,20,2010,4,0.6277503,0.028778,313,2,1,4407152,4057439.3
23,21,2010,4,0.5596012,0.024671,422,3,2,4364813,3372275.105
23,22,2010,4,0.5092168,0.027818,302,9,4,3457822,2833580.597
23,23,2010,4,0.6544777,0.043192,125,9,4,2731144,2641548.62
23,24,2010,4,0.6630318,0.061114,148,5,3,2573463,1834252.157
23,25,2010,4,0.6422766,0.035991,363,7,3,6637076,2754430.014
23,26,2010,4,0.6090593,0.03126,195,5,3,2817007,2435979.193
23,91,2010,4,0.7207036,0.056551,92,1,1,912050,1169657.449
23,92,2010,4,0.6204922,0.05377,101,2,1,1023050,912645.1607
23,93,2010,4,0.4778914,0.018718,520,3,2,4433415,4281807.881
23,94,2010,4,0.4347101,0.015679,377,4,2,3442838,4369499.63
23,95,2010,4,0.5424647,0.019583,320,5,3,5422375,3314856.484
23,96,2010,4,0.6525769,0.057235,158,6,3,2376012,1263271.261
23,97,2010,4,0.5103933,0.030124,174,7,3,3576243,1750874.852
23,98,2010,4,0.6463413,0.099186,146,8,4,2653240,1540043.322
23,99,2010,4,0.639165,0.046322,147,9,4,2749702,2133570.412
24,1,2010,4,0.3785798,0.013909,337,1,1,1274081,1.012047169E7
24,2,2010,4,0.4384539,0.012055,401,2,1,3144836,2.209674488E7
24,3,2010,4,0.3491222,0.005481,1731,2,1,4309950,2.748950607E7
24,4,2010,4,0.3635017,0.006266,1020,2,1,3505825,2.772182697E7
24,5,2010,4,0.336904,0.004202,1960,3,2,5891526,4.007557235E7
24,6,2010,4,0.3474364,0.004214,1961,4,2,5294133,3.626716099E7
24,7,2010,4,0.3578124,0.009613,648,5,3,2355997,1.739095255E7
24,8,2010,4,0.3437513,0.006143,1227,5,3,4541935,2.279992079E7
24,9,2010,4,0.3615321,0.011771,306,5,3,1147058,7587864.616
24,10,2010,4,0.3329844,0.005083,1040,6,3,4682422,1.917203233E7
24,11,2010,4,0.3485167,0.008865,468,7,3,2120144,1.077749341E7
24,12,2010,4,0.3372158,0.005809,1408,8,4,4332866,2.956717884E7
24,13,2010,4,0.3210481,0.0091,371,8,4,1435057,1.082670413E7
24,14,2010,4,0.3676649,0.006975,822,9,4,2523353,1.892405697E7
24,15,2010,4,0.3555686,0.00634,1044,9,4,5760010,3.35966982E7
24,16,2010,4,0.363452,0.006287,1064,3,2,3380809,2.337597152E7
24,17,2010,4,0.3742953,0.005098,1542,5,3,4798150,3.219407591E7
24,18,2010,4,0.3087457,0.009783,469,7,3,1581901,7294990.152
24,19,2010,4,0.4089656,0.007356,960,1,1,3164086,3.034657674E7
24,20,2010,4,0.3994719,0.007349,1037,2,1,4407152,3.542890734E7
24,21,2010,4,0.3373577,0.004687,1597,3,2,4364813,2.598407967E7
24,22,2010,4,0.3305678,0.005658,1058,9,4,3457822,2.588155418E7
24,23,2010,4,0.3661697,0.006965,570,9,4,2731144,1.951256356E7
24,24,2010,4,0.3377196,0.008939,628,5,3,2573463,1.392431033E7
24,25,2010,4,0.3325008,0.005346,1519,7,3,6637076,3.003617371E7
24,26,2010,4,0.3714402,0.008418,742,5,3,2817007,2.219197037E7
24,91,2010,4,0.3757372,0.016063,274,1,1,912050,1.004589262E7
24,92,2010,4,0.3567372,0.009961,331,2,1,1023050,5383931.219
24,93,2010,4,0.3280132,0.004528,1421,3,2,4433415,2.835584739E7
24,94,2010,4,0.3372602,0.005318,898,4,2,3442838,1.876605132E7
24,95,2010,4,0.352091,0.005958,1070,5,3,5422375,2.361890007E7
24,96,2010,4,0.3413587,0.008795,520,6,3,2376012,9799623.468
24,97,2010,4,0.3270653,0.009215,661,7,3,3576243,1.256888613E7
24,98,2010,4,0.3369823,0.008914,612,8,4,2653240,1.564753234E7
24,99,2010,4,0.3658974,0.0114,569,9,4,2749702,1.629751639E7
25,1,2010,4,0.1523264,0.007252,334,1,1,1274081,1.131363669E7
25,2,2010,4,0.1603181,0.004729,464,2,1,3144836,2.785723358E7
25,3,2010,4,0.1269688,0.002583,2115,2,1,4309950,4.191868673E7
25,4,2010,4,0.1509986,0.003444,1197,2,1,3505825,3.587774492E7
25,5,2010,4,0.1170743,0.002646,2413,3,2,5891526,5.819837371E7
25,6,2010,4,0.140847,0.002767,2377,4,2,5294133,5.822424087E7
25,7,2010,4,0.1409242,0.004566,820,5,3,2355997,2.934096925E7
25,8,2010,4,0.1465401,0.0029,1822,5,3,4541935,5.084333105E7
25,9,2010,4,0.1373344,0.005018,403,5,3,1147058,1.249739677E7
25,10,2010,4,0.1321197,0.002669,1755,6,3,4682422,6.106916575E7
25,11,2010,4,0.1418307,0.00439,788,7,3,2120144,2.320614433E7
25,12,2010,4,0.1166672,0.003593,1709,8,4,4332866,4.047236874E7
25,13,2010,4,0.1307547,0.008066,408,8,4,1435057,1.595148099E7
25,14,2010,4,0.1428763,0.004985,953,9,4,2523353,2.758539174E7
25,15,2010,4,0.1306006,0.003177,1253,9,4,5760010,7.897293979E7
25,16,2010,4,0.1189208,0.003255,1248,3,2,3380809,3.056814339E7
25,17,2010,4,0.1581046,0.003093,1899,5,3,4798150,5.170169745E7
25,18,2010,4,0.1247422,0.004938,665,7,3,1581901,1.847945503E7
25,19,2010,4,0.1512799,0.004245,958,1,1,3164086,2.574120123E7
25,20,2010,4,0.1411996,0.003662,1086,2,1,4407152,4.512191119E7
25,21,2010,4,0.1196471,0.002461,2125,3,2,4364813,5.009185927E7
25,22,2010,4,0.1259235,0.004017,1165,9,4,3457822,3.068074159E7
25,23,2010,4,0.139532,0.00495,653,9,4,2731144,2.766920572E7
25,24,2010,4,0.134145,0.004424,909,5,3,2573463,3.119314449E7
25,25,2010,4,0.1301227,0.002888,2192,7,3,6637076,6.938861902E7
25,26,2010,4,0.147751,0.003656,833,5,3,2817007,2.851092985E7
25,91,2010,4,0.1666632,0.008428,310,1,1,912050,9275438.865
25,92,2010,4,0.1318634,0.003973,444,2,1,1023050,1.190360417E7
25,93,2010,4,0.1231622,0.002746,1839,3,2,4433415,4.87564926E7
25,94,2010,4,0.1457727,0.00337,1281,4,2,3442838,3.982349924E7
25,95,2010,4,0.1384092,0.002577,1719,5,3,5422375,7.297033775E7
25,96,2010,4,0.144661,0.004208,853,6,3,2376012,3.401212078E7
25,97,2010,4,0.1345417,0.004051,1117,7,3,3576243,4.888362826E7
25,98,2010,4,0.1235101,0.004867,824,8,4,2653240,3.575792731E7
25,99,2010,4,0.1263369,0.005399,694,9,4,2749702,3.213279882E7
26,1,2010,4,1.008686,0.02293,483,1,1,1274081,2.539827229E7
26,2,2010,4,1.129557,0.029683,586,2,1,3144836,5.117725363E7
26,3,2010,4,0.9329,0.008255,2763,2,1,4309950,9.152887543E7
26,4,2010,4,1.004731,0.012132,1525,2,1,3505825,6.588456531E7
26,5,2010,4,0.8921828,0.007666,3090,3,2,5891526,1.404376206E8
26,6,2010,4,0.9102257,0.00855,3259,4,2,5294133,1.277170505E8
26,7,2010,4,1.00701,0.020303,1064,5,3,2355997,5.441985383E7
26,8,2010,4,0.9166006,0.009706,2193,5,3,4541935,8.539013206E7
26,9,2010,4,0.9567694,0.021342,509,5,3,1147058,2.147973422E7
26,10,2010,4,0.8610258,0.00875,2054,6,3,4682422,8.745231374E7
26,11,2010,4,0.8681971,0.014106,928,7,3,2120144,4.005885738E7
26,12,2010,4,0.9255923,0.011874,2306,8,4,4332866,1.066730627E8
26,13,2010,4,0.8736103,0.023646,534,8,4,1435057,3.759281078E7
26,14,2010,4,1.069681,0.019676,1295,9,4,2523353,5.691566104E7
26,15,2010,4,1.026919,0.016689,1618,9,4,5760010,117669654
26,16,2010,4,0.9544798,0.013129,1633,3,2,3380809,6.007811041E7
26,17,2010,4,1.047368,0.010941,2441,5,3,4798150,1.048839985E8
26,18,2010,4,0.8589643,0.023255,814,7,3,1581901,3.191418142E7
26,19,2010,4,1.045071,0.014708,1391,1,1,3164086,6.294585351E7
26,20,2010,4,1.034432,0.01602,1521,2,1,4407152,1.029396995E8
26,21,2010,4,0.9180941,0.009848,2590,3,2,4364813,9.229182618E7
26,22,2010,4,0.9491047,0.016632,1657,9,4,3457822,8.252805725E7
26,23,2010,4,1.141897,0.023659,880,9,4,2731144,5.415168271E7
26,24,2010,4,0.9117858,0.013309,1077,5,3,2573463,5.218016634E7
26,25,2010,4,0.9160561,0.010778,2583,7,3,6637076,1.195079103E8
26,26,2010,4,1.026236,0.015745,1103,5,3,2817007,5.634379386E7
26,91,2010,4,1.036767,0.02345,412,1,1,912050,2.552876481E7
26,92,2010,4,0.9466003,0.017294,521,2,1,1023050,2.069996208E7
26,93,2010,4,0.8699387,0.009334,2360,3,2,4433415,1.001837688E8
26,94,2010,4,0.8548769,0.009648,1676,4,2,3442838,7.783381147E7
26,95,2010,4,0.8843904,0.009328,1976,5,3,5422375,1.067354114E8
26,96,2010,4,0.8846692,0.012803,995,6,3,2376012,4.198581866E7
26,97,2010,4,0.8380476,0.01353,1271,7,3,3576243,6.939747307E7
26,98,2010,4,0.9373058,0.02077,1021,8,4,2653240,6.546766647E7
26,99,2010,4,0.9563587,0.022575,914,9,4,2749702,63775077
27,1,2010,4,0.5204985,0.027718,72,1,1,1274081,1621007.095
27,2,2010,4,0.6460115,0.045316,104,2,1,3144836,4917405.808
27,3,2010,4,0.4732338,0.013863,369,2,1,4309950,3603059.204
27,4,2010,4,0.4627255,0.022181,246,2,1,3505825,2685485.112
27,5,2010,4,0.4458016,0.011858,526,3,2,5891526,6270868.076
27,6,2010,4,0.4113572,0.011945,449,4,2,5294133,4083290.775
27,7,2010,4,0.4625871,0.02403,148,5,3,2355997,2206591.807
27,8,2010,4,0.4386321,0.014778,285,5,3,4541935,3084245.013
27,9,2010,4,0.4801622,0.031184,75,5,3,1147058,1069318.624
27,10,2010,4,0.466991,0.016243,258,6,3,4682422,2806684.887
27,11,2010,4,0.4407836,0.028236,109,7,3,2120144,1806069.722
27,12,2010,4,0.4558868,0.014086,436,8,4,4332866,7945802.646
27,13,2010,4,0.4216343,0.018238,99,8,4,1435057,1588437.819
27,14,2010,4,0.4550634,0.017778,235,9,4,2523353,4384507.92
27,15,2010,4,0.4619486,0.019626,372,9,4,5760010,7949615.767
27,16,2010,4,0.4985608,0.019207,275,3,2,3380809,3830777.829
27,17,2010,4,0.4762279,0.014376,347,5,3,4798150,6180493.46
27,18,2010,4,0.4298725,0.017459,150,7,3,1581901,2549623.105
27,19,2010,4,0.5340296,0.02265,243,1,1,3164086,3493418.027
27,20,2010,4,0.544495,0.02275,248,2,1,4407152,6708639.675
27,21,2010,4,0.4891909,0.019414,384,3,2,4364813,3688607.16
27,22,2010,4,0.4246124,0.01666,320,9,4,3457822,4575955.044
27,23,2010,4,0.4623497,0.019554,193,9,4,2731144,4358538.983
27,24,2010,4,0.4555896,0.024135,173,5,3,2573463,3050224.286
27,25,2010,4,0.4539238,0.013208,421,7,3,6637076,7414619.203
27,26,2010,4,0.5121002,0.020351,194,5,3,2817007,3183891.845
27,91,2010,4,0.561908,0.055824,48,1,1,912050,1219867.747
27,92,2010,4,0.4417484,0.02752,97,2,1,1023050,720195.9471
27,93,2010,4,0.4329788,0.01338,296,3,2,4433415,3997186.498
27,94,2010,4,0.4020702,0.014914,245,4,2,3442838,2414380.08
27,95,2010,4,0.4109243,0.013288,295,5,3,5422375,4463216.999
27,96,2010,4,0.4443493,0.017874,138,6,3,2376012,1367224.504
27,97,2010,4,0.4471255,0.018466,160,7,3,3576243,2753995.302
27,98,2010,4,0.4741958,0.034023,162,8,4,2653240,2631509.134
27,99,2010,4,0.4460681,0.022139,159,9,4,2749702,3265601.176
28,1,2010,4,1.050276,0.036854,164,1,1,1274081,3767958.233
28,2,2010,4,1.207692,0.051846,164,2,1,3144836,7621918.969
28,3,2010,4,1.062502,0.017415,965,2,1,4309950,1.075963298E7
28,4,2010,4,1.208598,0.028788,480,2,1,3505825,8743740.375
28,5,2010,4,0.9932494,0.011448,1561,3,2,5891526,3.055549663E7
28,6,2010,4,0.9741864,0.011504,1517,4,2,5294133,2.697827036E7
28,7,2010,4,1.00678,0.024207,532,5,3,2355997,1.142834216E7
28,8,2010,4,0.9853711,0.015023,1126,5,3,4541935,2.114069515E7
28,9,2010,4,1.153244,0.040289,228,5,3,1147058,4111262.466
28,10,2010,4,0.9847465,0.01484,1173,6,3,4682422,2.429944538E7
28,11,2010,4,0.9481283,0.021063,499,7,3,2120144,9448420.946
28,12,2010,4,0.9755259,0.015967,1188,8,4,4332866,2.507703578E7
28,13,2010,4,0.893714,0.026136,268,8,4,1435057,7356060.992
28,14,2010,4,1.010704,0.024328,650,9,4,2523353,1.41003361E7
28,15,2010,4,1.011304,0.017497,865,9,4,5760010,3.296731175E7
28,16,2010,4,1.081031,0.018547,652,3,2,3380809,1.345171505E7
28,17,2010,4,1.043545,0.014896,1189,5,3,4798150,2.547643524E7
28,18,2010,4,0.9016915,0.019213,499,7,3,1581901,8611050.15
28,19,2010,4,1.026552,0.021619,466,1,1,3164086,9783966.781
28,20,2010,4,1.155699,0.026588,435,2,1,4407152,1.44311087E7
28,21,2010,4,1.035125,0.015826,1104,3,2,4364813,1.60350081E7
28,22,2010,4,0.9804757,0.018611,791,9,4,3457822,1.769149285E7
28,23,2010,4,1.134313,0.024155,438,9,4,2731144,1.514087786E7
28,24,2010,4,1.023314,0.022938,573,5,3,2573463,1.274727479E7
28,25,2010,4,0.9933071,0.012478,1521,7,3,6637076,3.835286676E7
28,26,2010,4,1.132749,0.029612,523,5,3,2817007,1.263687167E7
28,91,2010,4,1.030827,0.037118,181,1,1,912050,4058330.646
28,92,2010,4,1.128787,0.046221,165,2,1,1023050,3133184.792
28,93,2010,4,0.9861592,0.013793,1122,3,2,4433415,1.92764646E7
28,94,2010,4,0.9339464,0.014759,815,4,2,3442838,1.692300143E7
28,95,2010,4,0.9379447,0.015368,1090,5,3,5422375,2.867645252E7
28,96,2010,4,0.9823082,0.019294,550,6,3,2376012,1.14388354E7
28,97,2010,4,0.930043,0.018806,739,7,3,3576243,2.019999211E7
28,98,2010,4,1.011848,0.029457,434,8,4,2653240,1.173178463E7
28,99,2010,4,0.95768,0.028605,476,9,4,2749702,2.200141326E7
29,1,2010,4,0.9137636,0.024493,422,1,1,1274081,1.873776492E7
29,2,2010,4,1.065777,0.034532,502,2,1,3144836,4.274643709E7
29,3,2010,4,0.8628535,0.011547,2494,2,1,4309950,7.107699203E7
29,4,2010,4,0.9139327,0.014866,1390,2,1,3505825,6.254741883E7
29,5,2010,4,0.792143,0.0086,2918,3,2,5891526,1.294030789E8
29,6,2010,4,0.8250647,0.010415,3080,4,2,5294133,1.112854983E8
29,7,2010,4,0.8533321,0.018574,994,5,3,2355997,4.966035948E7
29,8,2010,4,0.8380941,0.012642,2130,5,3,4541935,9.85885248E7
29,9,2010,4,0.8687269,0.030618,477,5,3,1147058,2.28289851E7
29,10,2010,4,0.7695978,0.012602,2037,6,3,4682422,1.172458904E8
29,11,2010,4,0.7440248,0.01529,910,7,3,2120144,4.869578092E7
29,12,2010,4,0.8371712,0.01365,2099,8,4,4332866,9.214435751E7
29,13,2010,4,0.8442923,0.02805,492,8,4,1435057,2.483573951E7
29,14,2010,4,0.8811712,0.018377,1213,9,4,2523353,5.969880923E7
29,15,2010,4,0.8607301,0.015213,1532,9,4,5760010,1.272871297E8
29,16,2010,4,0.8495525,0.013845,1528,3,2,3380809,61499091
29,17,2010,4,0.9524492,0.015454,2183,5,3,4798150,8.727820242E7
29,18,2010,4,0.7226503,0.020763,782,7,3,1581901,3.192654562E7
29,19,2010,4,1.064796,0.025038,1217,1,1,3164086,4.29157772E7
29,20,2010,4,0.9760966,0.020181,1281,2,1,4407152,7.33388419E7
29,21,2010,4,0.8238682,0.012145,2421,3,2,4364813,9.003267186E7
29,22,2010,4,0.8457263,0.014228,1472,9,4,3457822,7.143584343E7
29,23,2010,4,0.998841,0.022129,851,9,4,2731144,5.878822811E7
29,24,2010,4,0.7960575,0.015568,1040,5,3,2573463,5.347825624E7
29,25,2010,4,0.7788799,0.010046,2513,7,3,6637076,1.582038051E8
29,26,2010,4,0.9356117,0.019245,1026,5,3,2817007,5.395149542E7
29,91,2010,4,1.039258,0.04589,357,1,1,912050,1.494294225E7
29,92,2010,4,0.8913477,0.0247,469,2,1,1023050,16906152
29,93,2010,4,0.7822022,0.009646,2235,3,2,4433415,9.619756613E7
29,94,2010,4,0.760962,0.012147,1583,4,2,3442838,7.266017718E7
29,95,2010,4,0.7540024,0.009636,1901,5,3,5422375,1.226818175E8
29,96,2010,4,0.789863,0.016242,979,6,3,2376012,5.239347058E7
29,97,2010,4,0.7360535,0.016317,1269,7,3,3576243,8.779385206E7
29,98,2010,4,0.8305256,0.019409,934,8,4,2653240,5.642769913E7
29,99,2010,4,0.8485128,0.02482,846,9,4,2749702,6.181728606E7
3,1,2010,4,0.1741056,0.005556,389,1,1,1274081,1.252877038E7
3,2,2010,4,0.2138475,0.007317,541,2,1,3144836,4.149109644E7
3,3,2010,4,0.1868035,0.004148,1960,2,1,4309950,3.649348362E7
3,4,2010,4,0.166645,0.003262,1263,2,1,3505825,3.698429385E7
3,5,2010,4,0.1922346,0.004052,2227,3,2,5891526,5.107095815E7
3,6,2010,4,0.1964625,0.004316,2356,4,2,5294133,4.761699595E7
3,7,2010,4,0.1909325,0.007326,748,5,3,2355997,2.220661629E7
